"pano","ons_const_id","constituency_name","country","region","constituency_type","winner_17","con_17","lab_17","ld_17","snp_17","pc_17","ukip_17","green_17","other_17","majority_17","turnout_17","con_vote_17","lab_vote_17","ld_vote_17","snp_vote_17","pc_vote_17","ukip_vote_17","green_vote_17","total_vote_17","rejected_vote_17","electorate_17","seat_change_1517","con_1517","lab_1517","ld_1517","snp_1517","pc_1517","ukip_1517","green_1517","winner_15","con_15","lab_15","ld_15","snp_15","pc_15","ukip_15","green_15","other_15","majority_15","turnout_15","con_vote_15","lab_vote_15","ld_vote_15","snp_vote_15","pc_vote_15","ukip_vote_15","green_vote_15","bnp_vote_15","total_vote_15","rejected_vote_15","electorate_15","seat_change_1015","con_1015","lab_1015","ld_1015","snp_1015","pc_1015","ukip_1015","green_1015","winner_10","con_10","lab_10","ld_10","snp_10","pc_10","ukip_10","green_10","bnp_10","majority_10","turn_10","con_vote_10","lab_vote_10","ld_vote_10","snp_vote_10","pc_vote_10","ukip_vote_10","green_vote_10","bnp_vote_10","total_vote_10","electorate_10","leave_hanretty","remain_hanretty","con_ppc_17","con_ppc_sex_17","lab_ppc_17","lab_ppc_sex_17","ld_ppc_17","ld_ppc_sex_17","snp_ppc_17","snp_ppc_sex_17","pc_ppc_17","pc_ppc_sex_17","ukip_ppc_17","ukip_ppc_sex_17","green_ppc_17","green_ppc_sex_17","con_ppc_15","con_ppc_sex_15","con_ppc_race_15","lab_ppc_15","lab_ppc_sex_15","lab_ppc_race_15","ld_ppc_15","ld_ppc_sex_15","ld_ppc_race_15","snp_ppc_15","snp_ppc_sex_15","snp_ppc_race_15","pc_ppc_15","pc_ppc_sex_15","pc_ppc_race_15","ukip_ppc_15","ukip_ppc_sex_15","ukip_ppc_race_15","green_ppc_15","green_ppc_sex_15","green_ppc_race_15"
213,"S14000017","Dunfermline and West Fife","Scotland","Scotland","County","Scottish National Party",24.6873162125074,33.8698294452068,5.91844736326211,35.5244069790237,NA,NA,NA,NA,1.6545775338169,67.4093455967861,12593,17277,3019,18121,NA,NA,NA,51010,73,75672,NA,12.8372535894979,2.12175286621237,1.92488858709463,-14.745766576174,NA,NA,-2.13812846663088,"Scottish National Party",11.8500626230095,31.7480765789945,3.99355877616747,50.2701735551977,NA,NA,2.13812846663088,NA,18.5220969762033,71.6198726245243,6623,17744,2232,28096,NA,NA,1195,NA,55890,78,78037,"Scottish National Party gain from Labour",5.10006262300948,-14.5019234210055,-31.0864412238325,39.6401735551977,NA,NA,2.13812846663088,"Labour",6.75,46.25,35.08,10.63,NA,1.29,NA,NA,11.2,66.3,3305,22639,17169,5201,NA,633,NA,NA,48947,73590,39.39283743,60.60716257,"Hacking, Belinda","Woman","Hilton, Cara","Woman","Calder, James","Man","Chapman, Douglas","Man",NA,NA,NA,NA,NA,NA,"Reekie, James Adam","Man","White","Docherty, Thomas","Man","White","Cole-Hamilton, Gillian","Woman","White","Chapman, Douglas","Man","White",NA,NA,NA,NA,NA,NA,"Campbell, Lewis Alan","Man","White"
214,"E14000641","City of Durham","England","North East","County","Labour",29.8154126314047,55.4010429600199,9.90605082360732,NA,NA,2.30941147256022,1.6492839996689,0.918798112739026,25.5856303286152,67.9356688972614,14408,26772,4787,NA,NA,1116,797,48324,86,71132,NA,7.57494316634086,8.11294819113944,-1.37731425992856,NA,NA,-9.14693747311409,-4.23435698217874,"Labour",22.2404694650638,47.2880947688804,11.2833650835359,NA,NA,11.4563489456743,5.88364098184764,1.84808075499792,25.0476253038166,66.4518006547836,10157,21596,5153,NA,NA,5232,2687,NA,45669,116,68725,NA,8.95046946506383,2.97809476888042,-26.3966349164641,NA,NA,9.60634894567431,5.88364098184764,"Labour",13.29,44.31,37.68,NA,NA,1.85,NA,2.49,6.6,67.2,6146,20496,17429,NA,NA,856,NA,1153,46252,67544,43.33673396,56.66326604,"Lawrie, Richard","Man","Blackman-Woods, Roberta","Woman","Hopgood, Amanda","Woman",NA,NA,NA,NA,"Bint, Malcolm","Man","Elmer, Jonathan","Man","Coulson, Rebecca Mary Louise","Woman","White","Blackman-Woods, Roberta Carol","Woman","White","Martin, Craig","Man","White",NA,NA,NA,NA,NA,NA,"Clark, Liam Finbar","Man","White","Elmer, Jonathan","Man","White"
215,"E14000840","North Durham","England","North East","County","Labour",29.9833656778486,59.8766287773773,4.57674891414842,NA,NA,5.56325663062564,NA,1.4210854715202e-14,29.8932630995287,64.631924742422,12978,25917,1981,NA,NA,2408,NA,43284,88,66970,NA,9.05226419824917,4.95957601994196,-0.519649232615896,NA,NA,-10.3885193869104,-3.10367159866487,"Labour",20.9311014795995,54.9170527574354,5.09639814676431,NA,NA,15.951776017536,3.10367159866487,NA,33.9859512778359,61.4238283939473,8403,22047,2046,NA,NA,6404,1246,NA,40146,60,65359,NA,-0.118898520400538,4.39705275743535,-15.9336018532357,NA,NA,12.671776017536,3.10367159866487,"Labour",21.05,50.52,21.03,NA,NA,3.28,NA,4.12,29.5,60.6,8622,20698,8617,NA,NA,1344,NA,1686,40967,70350,60.30487199,39.69512801,"Glossop, Laetitia","Woman","Jones, Kevan","Man","Martin, Craig","Man",NA,NA,NA,NA,"Rollings, Kenneth","Man",NA,NA,"Glossop, Laetitia Sophie","Woman","White","Jones, Kevan David","Man","White","Maughan, Peter James","Man","White",NA,NA,NA,NA,NA,NA,"Bint, Malcolm David","Man","White","Nolan, Vicki","Woman","White"
216,"E14000856","North West Durham","England","North East","County","Labour",34.4787274017786,52.83286710367,7.0936495344662,NA,NA,4.48833034111311,1.10642561897207,-1.4210854715202e-14,18.3541397018914,66.6064128590895,16516,25308,3398,NA,NA,2150,530,47902,71,71918,NA,11.082025080325,5.95071473784253,-2.00065659846855,NA,NA,-12.4788330014064,-2.55325021829263,"Labour",23.3967023214536,46.8821523658275,9.09430613293475,NA,NA,16.9671633425195,3.6596758372647,NA,23.4854500443739,61.3297811389939,10018,20074,3894,NA,NA,7265,1567,NA,42818,94,69816,NA,3.38670232145359,4.57215236582746,-15.8456938670653,NA,NA,14.0971633425195,3.6596758372647,"Labour",20.01,42.31,24.94,NA,NA,2.87,NA,4.23,17.4,62,8766,18539,10927,NA,NA,1259,NA,1852,43815,68832,55.04620043,44.95379957,"Hart, Sally-Ann","Woman","Pidcock, Laura","Woman","Temple, Owen","Man",NA,NA,NA,NA,"Breeze, Alan","Man","Horsman, Dominic","Man","Haitham-Taylor, Charlotte Jacqueline Louise","Woman","White","Glass, Pat","Woman","White","Temple, Owen Leighton","Man","White",NA,NA,NA,NA,NA,NA,"Reid, Bruce Robertson","Man","White","Shilcock, Mark Antony","Man","White"
217,"W07000061","Dwyfor Meirionnydd","Wales","Wales","County","Plaid Cymru",29.1188875708449,20.6702253855279,3.08751812310531,NA,45.1001713457229,2.023197574799,NA,NA,15.9812837748781,67.8941363341462,8837,6273,937,NA,13687,614,NA,30348,67,44699,NA,6.46471816607884,7.16764868992382,-0.900307422497013,NA,4.25003472897615,-8.7885480067733,-3.39293743298862,"Plaid Cymru",22.654169404766,13.5025766956041,3.98782554560232,NA,40.8501366167468,10.8117455815723,3.39293743298862,4.80060872271988,18.1959672119808,65.1281704734874,6550,3904,1153,NA,11811,3126,981,NA,28913,65,44394,NA,0.354169404766022,-0.407423304395946,-8.25217445439768,NA,-3.47986338325321,8.1317455815723,3.39293743298862,"Plaid Cymru",22.3,13.91,12.24,NA,44.33,2.68,NA,NA,22,63.7,6447,4021,3538,NA,12814,776,NA,NA,28906,45364,47.42822884,52.57177116,"Fairlamb, Neil","Man","Norman, Mathew","Man","Churchman, Stephen","Man",NA,NA,"Saville Roberts, Liz","Woman","Wykes, Frank","Man",NA,NA,"Fairlamb, Neil","Man","White","Griffiths-Clarke, Mary Gwen","Woman","White","Churchman, Stephen William","Man","White",NA,NA,NA,"Roberts, Liz Saville","Woman","White","Gillibrand, Christopher Garner","Man","White","Fothergill, Marc","Man","White"
218,"E14000674","Ealing Central and Acton","England","London","Borough","Labour",34.7475696577645,59.6960716996133,5.55635864262224,NA,NA,NA,NA,-1.4210854715202e-14,24.9485020418489,74.5849056603774,19230,33037,3075,NA,NA,NA,NA,55342,191,74200,NA,-7.94508566506339,16.4650425016725,-0.546521854096431,NA,NA,-3.78433607104963,-3.61732227767517,"Labour",42.6926553228278,43.2310291979408,6.10288049671867,NA,NA,3.78433607104963,3.61732227767517,0.571776633787873,0.538373875112981,71.258155750329,21728,22002,3106,NA,NA,1926,1841,NA,50894,165,71422,"Labour gain from Conservative",4.67265532282784,13.0910291979408,-21.5271195032813,NA,NA,2.16433607104963,2.05732227767517,"Conservative",38.02,30.14,27.63,NA,NA,1.62,1.56,NA,7.9,74.3,17944,14228,13041,NA,NA,765,737,NA,47200,70251,29.15028059,70.84971941,"Morrissey, Joy","Woman","Huq, Rupa","Woman","Ball, Jon","Man",NA,NA,NA,NA,NA,NA,NA,NA,"Bray, Angela","Woman","White","Huq, Rupa Asha","Woman","BME","Ball, Jon Timothy Ashby","Man","White",NA,NA,NA,NA,NA,NA,"Florence, Peter","Man","White","Sharman, Tom","Man","White"
219,"E14000675","Ealing North","England","London","Borough","Labour",28.4522812095361,65.9513291187448,2.42783151801356,NA,NA,1.75375123771803,1.41480691598751,-1.4210854715202e-14,37.4990479092086,70.242362634423,14942,34635,1275,NA,NA,921,743,52516,152,74764,NA,-1.27148708566073,10.8183668429254,-0.818921728739689,NA,NA,-6.33117970435577,-1.95563216873729,"Labour",29.7237682951969,55.1329622758194,3.24675324675325,NA,NA,8.0849309420738,3.3704390847248,0.44114615543187,25.4091939806226,65.659641856499,14419,26745,1575,NA,NA,3922,1635,NA,48510,198,73881,NA,-1.15623170480313,4.74296227581942,-9.93324675324675,NA,NA,6.6449309420738,2.3104390847248,"Labour",30.88,50.39,13.18,NA,NA,1.44,1.06,2.19,19.5,70.2,14722,24023,6283,NA,NA,685,505,1045,47678,73104,46.25609216,53.74390784,"Grant, Isobel","Woman","Pound, Stephen","Man","Sanders, Humaira","Woman",NA,NA,NA,NA,"McIlvenna, Peter","Man","Hans, Meena","Woman","O'Malley, Thomas","Man","White","Pound, Steve","Man","White","McNamara, Kevin","Man","White",NA,NA,NA,NA,NA,NA,"Akram, Afzal","Man","BME","Hans, Meena","Woman","BME"
220,"E14000676","Ealing, Southall","England","London","Borough","Labour",21.3312659209215,70.2624875401484,4.19094030346661,NA,NA,1.11640270240337,2.29704286188947,0.801860671170672,48.9312216192269,69.253543596981,9630,31720,1892,NA,NA,504,1037,45145,173,65188,NA,-0.337208952696404,5.2893798094866,0.612998889371827,NA,NA,-2.96706720826352,-2.33581418203842,"Labour",21.6684748736179,64.9731077306618,3.57794141409478,NA,NA,4.08346991066688,4.63285704392789,1.06414902703077,43.3046328570439,66.0320702374783,9387,28147,1550,NA,NA,1769,2007,NA,43321,182,65606,NA,-8.11152512638212,13.4631077306618,-11.3520585859052,NA,NA,4.08346991066688,2.98285704392789,"Labour",29.78,51.51,14.93,NA,NA,NA,1.65,NA,21.7,70.8,12733,22024,6383,NA,NA,NA,705,NA,42756,66970,41.82634912,58.17365088,"Conti, Fabio","Man","Sharma, Virendra","Man","Bakhai, Nigel","Man",NA,NA,NA,NA,"Poynton, John","Man","Ward, Peter","Man","Symes, James Douglas","Man","White","Sharma, Virendra","Man","BME","Kaushik, Kavya Purva","Woman","BME",NA,NA,NA,NA,NA,NA,"Poynton, John Edmund","Man","White","Mahal, Jaspreet Kaur","Woman","BME"
221,"E14000677","Easington","England","North East","County","Labour",22.7147728522715,63.6673633263667,1.2649873501265,NA,NA,4.74920250797492,1.12748872511275,6.47618523814762,40.9525904740953,58.2896529614491,8260,23152,460,NA,NA,1727,410,36364,57,62385,NA,9.78154734395355,2.63455371453679,-1.14374647612119,NA,NA,-13.9979093219696,-0.989539925534201,"Labour",12.9332255083179,61.0328096118299,2.40873382624769,NA,NA,18.7471118299445,2.11702865064695,2.76109057301294,42.2856977818854,56.1540083361715,4478,21132,834,NA,NA,6491,733,NA,34624,53,61659,NA,-0.78677449168207,2.09280961182994,-13.6212661737523,NA,NA,14.0771118299445,2.11702865064695,"Labour",13.72,58.94,16.03,NA,NA,4.67,NA,6.64,42.9,54.7,4790,20579,5597,NA,NA,1631,NA,2317,34914,63879,65.96337483,34.03662517,"Campbell, Barney","Man","Morris, Grahame","Man","Hancock, Tom","Man",NA,NA,NA,NA,"Roberts, Allyn","Man","Warin, Martie","Man","Hampsheir, Chris","Man","White","Morris, Grahame Mark","Man","White","Armstrong, Luke Christopher","Man","White",NA,NA,NA,NA,NA,NA,"Arnott, Jonathan William","Man","White","Warin, Martie George","Man","White"
222,"E14000679","East Ham","England","London","Borough","Labour",12.785831582293,83.2094361944449,1.15833524623453,NA,NA,1.23073119912419,0.836967845602387,0.778697932300958,70.4236046121519,67.4780764464779,7241,47124,656,NA,NA,697,474,56633,179,83928,NA,0.716602284148047,5.6362864526205,-0.47868904139217,NA,NA,-3.78361188750806,-1.64725475910215,"Labour",12.069229298145,77.5731497418244,1.6370242876267,NA,NA,5.01434308663224,2.48422260470453,1.22203098106713,65.5039204436795,59.8406994575542,6311,40563,856,NA,NA,2622,1299,NA,52290,211,87382,NA,-3.11077070185504,7.15314974182444,-9.9729757123733,NA,NA,5.01434308663224,1.32422260470453,"Labour",15.18,70.42,11.61,NA,NA,NA,1.16,NA,55.2,55.5,7645,35471,5849,NA,NA,NA,586,NA,50373,90674,46.26928129,53.73071871,"Finlayson, Kirsty","Woman","Timms, Stephen","Man","Williams, Glanville","Man",NA,NA,NA,NA,"Oxley, Daniel","Man","Oti-Obihara, Chidi","Man","Jassal, Samir","Man","BME","Timms, Stephen Creswell","Man","White","Thorpe, David","Man","White",NA,NA,NA,NA,NA,NA,"Oxley, Daniel Charles","Man","White","Omond, Tamsin Julia Mucha","Woman","White"
223,"S14000019","East Kilbride, Strathaven and Lesmahagow","Scotland","Scotland","County","Scottish National Party",25.3299323500055,31.7123211711212,2.93889320173007,38.858082880485,NA,1.16077039665816,NA,-1.4210854715202e-14,7.14576170936379,67.255911091221,13704,17157,1590,21023,NA,628,NA,54102,81,80442,NA,13.5540523387731,3.38182347542093,1.21768868893666,-16.7721719965364,NA,-0.856111282920289,NA,"Scottish National Party",11.7758800112324,28.3304976957003,1.72120451279341,55.6302548770214,NA,2.01688167957845,NA,0.525281223673995,27.2997571813211,72.7588486268854,7129,17151,1042,33678,NA,1221,NA,NA,60539,64,83205,"Scottish National Party gain from Labour",-1.20411998876757,-23.1795023042997,-8.19879548720659,32.5902548770214,NA,2.01688167957845,NA,"Labour",12.98,51.51,9.92,23.04,NA,NA,1.97,NA,28.5,66.6,6613,26241,5052,11738,NA,NA,1003,NA,50946,76534,36.9324131,63.0675869,"McGeever, Mark","Man","McAdams, Monique","Woman","McGarry, Paul","Man","Cameron, Lisa","Woman",NA,NA,"MacKay, Janice","Woman",NA,NA,"Simpson, Graham","Man","White","McCann, Michael","Man","White","McGarry, Paul","Man","White","Cameron, Lisa (Dr)","Woman","White",NA,NA,NA,"Sale, Rob","Man","White",NA,NA,NA
224,"S14000020","East Lothian","Scotland","Scotland","County","Labour",29.6002004366656,36.0750205805505,3.11034754286123,30.5576434374888,NA,NA,NA,0.656788002433871,5.51737714306167,70.6484771092259,16540,20158,1738,17075,NA,NA,NA,55878,57,79093,"Labour gain from Scottish National Party",10.0946593786116,5.06373512286248,0.539771069482036,-11.981415090996,NA,-1.99613650998068,-2.10966889212729,"Scottish National Party",19.505541058054,31.011285457688,2.5705764733792,42.5390585284848,NA,1.99613650998068,2.10966889212729,0.267733080286034,11.5277730707968,74.2491916307042,11511,18301,1517,25104,NA,1178,1245,NA,59014,36,79481,"Scottish National Party gain from Labour",-0.144458941945977,-13.578714542312,-14.2894235266208,26.4990585284848,NA,0.886136509980682,0.359668892127292,"Labour",19.65,44.59,16.86,16.04,NA,1.11,1.75,NA,24.9,66.9,9661,21919,8288,7883,NA,548,862,NA,49161,73348,35.39559572,64.60440428,"Low, Sheila","Woman","Whitfield, Martin","Man","Wilson, Elisabeth","Woman","Kerevan, George","Man",NA,NA,NA,NA,NA,NA,"Roach, David","Man","White","O'Donnell, Fiona","Woman","White","Spencer, Ettie","Woman","White","Kerevan, George","Man","White",NA,NA,NA,"Marshall, Oluf George","Man","White","Rose, Jason","Man","White"
225,"E14000684","Eastbourne","England","South East","Borough","Liberal Democrat",44.0874259839777,8.13479623824451,46.8895855102752,NA,NA,NA,0.888192267502612,-1.4210854715202e-14,2.80215952629746,72.9105823196282,25315,4671,26924,NA,NA,NA,510,57420,91,78754,"Liberal Democrat gain from Conservative",4.51988293674388,0.30407440559477,8.70749240350291,NA,NA,-11.603379514998,-1.66534507160185,"Conservative",39.5675430472338,7.83072183264974,38.1820931067723,NA,NA,11.603379514998,2.55353733910447,0.262725159241688,1.38544994046157,67.6024124095985,20934,4143,20201,NA,NA,6139,1351,NA,52907,154,78262,"Conservative gain from Liberal Democrat",-1.15245695276617,3.04072183264974,-9.12790689322775,NA,NA,9.10337951499801,2.55353733910447,"Liberal Democrat",40.72,4.79,47.31,NA,NA,2.5,NA,1.8,6.6,67,21223,2497,24658,NA,NA,1305,NA,939,52124,77840,57.54446064,42.45553936,"Ansell, Caroline","Woman","Lambert, Jake","Man","Lloyd, Stephen","Man",NA,NA,NA,NA,NA,NA,"Hough, Alex","Woman","Ansell, Caroline","Woman","White","Lambert, Jake Ethan","Man","White","Lloyd, Stephen Anthony Christopher","Man","White",NA,NA,NA,NA,NA,NA,"Jones, Nigel Hazell","Man","White","Durling, Andrew","Man","White"
226,"E14000685","Eastleigh","England","South East","Borough","Conservative",50.4347067039106,19.9965083798883,25.6808659217877,NA,NA,2.57856145251397,1.30935754189944,-1.4210854715202e-14,24.7538407821229,70.5314485544008,28889,11454,14710,NA,NA,1477,750,57280,136,81212,NA,8.16103766508528,7.05893518828391,-0.113206684283817,NA,NA,-13.2452382051745,-1.41652300940224,"Conservative",42.2736690388253,12.9375731916044,25.7940726060715,NA,NA,15.8237996576885,2.72588055130168,0.445004954508603,16.4795964327538,69.7220163549348,23464,7181,14317,NA,NA,8783,1513,NA,55505,158,79609,"Conservative gain from Liberal Democrat",2.94366903882533,3.33757319160436,-20.7359273939285,NA,NA,12.2237996576885,2.72588055130168,"Liberal Democrat",39.33,9.6,46.53,NA,NA,3.6,NA,NA,7.2,69.3,21102,5153,24966,NA,NA,1933,NA,NA,53650,77436,54.34589934,45.65410066,"Davies, Mims","Woman","Payne, Jill","Woman","Thornton, Mike","Man",NA,NA,NA,NA,"Jones, Malcolm","Man","Meldrum, Ron","Man","Davies, Mims","Woman","White","Latham, Mark","Man","White","Thornton, Mike","Man","White",NA,NA,NA,NA,NA,NA,"Culligan, Patricia","Woman","White","Meldrum, Ron","Man","White"
227,"E14000686","Eddisbury","England","North West","County","Conservative",56.8834154991329,33.6132816305852,5.46386328650208,NA,NA,2.16099300454023,1.52964788869619,0.348798690543475,23.2701338685477,73.0290869763206,29192,17250,2804,NA,NA,1109,785,51319,85,70272,NA,5.84650047970392,9.9754205053951,-3.5938322701798,NA,NA,-10.0412371018967,-1.89998549532138,"Conservative",51.036915019429,23.6378611251901,9.05769555668187,NA,NA,12.2022301064369,3.42963338401757,0.635664808244636,27.3990538942389,69.0574457845382,24167,11193,4289,NA,NA,5778,1624,NA,47352,178,68569,NA,-0.643084980571047,2.06786112519007,-13.4423044433181,NA,NA,7.9522301064369,3.42963338401757,"Conservative",51.68,21.57,22.5,NA,NA,4.25,NA,NA,29.2,69.5,23472,9794,10217,NA,NA,1931,NA,NA,45414,67089,52.16666864,47.83333136,"Sandbach, Antoinette","Woman","Reynolds, Cathy","Woman","Priestner, Ian","Man",NA,NA,NA,NA,"Bickley, John","Man","Green, Mark","Man","Sandbach, Antoinette","Woman","White","Laing, James Stuart","Man","White","Priestner, Ian Douglas","Man","White",NA,NA,NA,NA,NA,NA,"Millington, Rob","Man","White","Garman, Andrew John","Man","White"
228,"S14000022","Edinburgh East","Scotland","Scotland","Borough","Scottish National Party",18.5671943570066,34.6575373940216,4.24832847000437,42.5269397789674,NA,NA,NA,NA,7.86940238494589,66.0480150540245,8081,15084,1849,18509,NA,NA,NA,43523,100,65896,NA,8.64980388364768,4.75246402232116,1.43450783248817,-6.71598319667442,NA,-1.90702711886003,-5.96529975153433,"Scottish National Party",9.91739047335896,29.9050733717004,2.81382063751619,49.2429229756419,NA,1.90702711886003,5.96529975153433,0.248465671388222,19.3378496039415,70.1344930817235,4670,14082,1325,23188,NA,898,2809,NA,47089,69,67141,"Scottish National Party gain from Labour",-1.01260952664104,-13.5249266282996,-16.6261793624838,28.8429229756419,NA,1.90702711886003,0.865299751534329,"Labour",10.93,43.43,19.44,20.4,NA,NA,5.1,NA,23,65.4,4358,17314,7751,8133,NA,NA,2035,NA,39865,60945,27.63678537,72.36321463,"Mackie, Katie","Woman","King, Patsy","Woman","Gray, Tristan","Man","Sheppard, Tommy","Man",NA,NA,NA,NA,NA,NA,"McMordie, James Frederic John","Man","White","Gilmore, Sheila","Woman","White","Utting, Karen Jane","Woman","White","Sheppard, Tommy","Man","White",NA,NA,NA,"Corbishley, Oliver John","Man","White","McColl, Peter Andrew","Man","White"
229,"S14000023","Edinburgh North and Leith","Scotland","Scotland","Borough","Scottish National Party",27.2050502192672,31.1536285188853,4.56040458339228,34.0270901117556,NA,NA,3.05382656669967,NA,2.87346159287028,71.1587583204359,15385,17618,2579,19243,NA,NA,1727,56552,72,79473,NA,11.0383145965945,-0.12653973376953,0.0196515838060121,-6.90174728998213,NA,-1.46014342849262,-2.35921990964842,"Scottish National Party",16.1667356226727,31.2801682526548,4.54075299958626,40.9288374017377,NA,1.46014342849262,5.41304647634809,0.210315818507792,9.64866914908288,71.6944753429737,9378,18145,2634,23742,NA,847,3140,NA,58008,76,80910,"Scottish National Party gain from Labour",1.21673562267274,-6.1798317473452,-29.2792470004137,31.2788374017377,NA,1.46014342849262,3.17304647634809,"Labour",14.95,37.46,33.82,9.65,NA,NA,2.24,NA,3.6,68.4,7079,17740,16016,4568,NA,NA,1062,NA,47356,69207,21.79552346,78.20447654,"McGill, Iain","Man","Munro, Gordon","Man","Veart, Martin","Man","Brock, Deidre","Woman",NA,NA,NA,NA,"Slater, Lorna","Woman","McGill, Iain","Man","White","Lazarowicz, Mark","Man","White","Veart, Martin","Man","White","Brock, Deidre Leanne","Woman","White",NA,NA,NA,"Melville, Alan Gordon","Man","White","Beattie-Smith, Sarah Elizabeth","Woman","White"
230,"S14000024","Edinburgh South","Scotland","Scotland","Borough","Labour",19.7073578595318,54.9101170568562,2.90133779264214,22.4811872909699,NA,NA,NA,NA,32.4289297658863,74.1096463371183,9428,26269,1388,10755,NA,NA,NA,47840,73,64553,NA,2.20543033447395,15.7651265930328,-0.797481344638223,-11.3133994070782,NA,-1.21941322079292,-4.24055512721665,"Labour",17.5019275250578,39.1449904638234,3.69881913728036,33.7945866980481,NA,1.21941322079292,4.24055512721665,0.399707827780709,5.35040376577527,74.9015972401635,8626,19293,1823,16656,NA,601,2090,NA,49286,54,65801,NA,-4.07807247494217,4.4049904638234,-30.3211808627196,26.1345866980481,NA,1.21941322079292,2.23055512721665,"Labour",21.58,34.74,34.02,7.66,NA,NA,2.01,NA,0.7,73.8,9452,15215,14899,3354,NA,NA,881,NA,43801,59362,22.15338737,77.84661263,"Smith, Stephanie","Woman","Murray, Ian","Man","Beal, Alan","Man","Eadie, Jim","Man",NA,NA,NA,NA,NA,NA,"Briggs, Miles Edward Franc","Man","White","Murray, Ian","Man","White","Subbaraman, Pramod","Man","BME","Hay, Neil William","Man","White",NA,NA,NA,"Marshall, Paul","Man","White","Meyer, Phyl Stuart","Man","White"
231,"S14000025","Edinburgh South West","Scotland","Scotland","Borough","Scottish National Party",33.3630289532294,26.7523790240939,4.30046568131201,35.5841263413646,NA,NA,NA,NA,2.22109738813525,69.3894180786198,16478,13213,2124,17575,NA,NA,NA,49390,74,71178,NA,13.1235033534464,-0.44230335255812,0.579679665266117,-7.37544886889852,NA,-2.07743885895896,-3.80799193829697,"Scottish National Party",20.239525599783,27.1946823766521,3.72078601604589,42.9595752102632,NA,2.07743885895896,3.80799193829697,NA,15.7648928336111,71.5214348085212,10444,14033,1920,22168,NA,1072,1965,NA,51602,74,72149,"Scottish National Party gain from Labour",-4.01047440021705,-15.6353176233479,-14.2992139839541,30.7995752102632,NA,2.07743885895896,1.88799193829697,"Labour",24.25,42.83,18.02,12.16,NA,NA,1.92,NA,18.6,68.5,11026,19473,8194,5530,NA,NA,872,NA,45462,66361,27.86164648,72.13835352,"Briggs, Miles","Man","Choudhury, Foysol","Man","Mir, Aisha","Woman","Cherry, Joanna","Woman",NA,NA,NA,NA,NA,NA,"Lindhurst, Gordon","Man","White","Henderson, Ricky","Man","White","Farthing-Sykes, Daniel","Man","White","Cherry, Joanna Catherine","Woman","White",NA,NA,NA,"Lucas, Richard Crewe","Man","White","Doherty, Richard Alan","Man","White"
